id,text
12a2eb96-fd6d-4d61-9cd0-e3e7e0b033e6,The head of state is the highest-ranking official in a sovereign nation.
980b4a21-ba33-4f86-95e6-34103581484a,Political refugees are individuals fleeing persecution in their home country.
6faed3c7-c504-4de5-af68-78db595596dc,A summit is a meeting of high-level government leaders.
05903f6f-b693-4af3-9d8b-ab249d2d7619,The secret service is responsible for the protection of government officials.
d4440950-6194-4d2d-b2d5-a3868d6528a8,A swing state is a state where the population is divided in its support.
cf719e94-cce8-4253-a747-208111ad58be,The fourth estate refers to the news media and its influence on politics.
bf2a407f-ee12-420e-a419-f5deb4242966,A partisan is a strong supporter of a party
0c15b26b-c438-47dc-a622-0a193c2fa3f1,The term of office is the length of time an official serves.
72506dc5-1e1b-4af4-b0bb-0dbbf1d28a60,A constituent is a voting member of a community represented by an official.
7a15c2da-72ff-4f61-ba0e-e0254cdfbee7,The peaceful transition of power is a hallmark of a stable democracy.
aa42cb6a-5851-4e6e-9d8c-7a85e9498922,A subcommittee is a smaller group within a larger legislative committee.
b121b333-6ca1-47fc-afab-3cac1339ecdb,The budget deficit occurs when government spending exceeds revenue.
43000e05-77b1-4ada-b07d-05e17f243b6b,A political asylum is the protection granted by a nation to a foreign citizen.
bff9cafd-fdeb-4585-b24c-978cad92a5c6,The global community is the group of nations that interact on the world stage.
c1181ed7-7dd6-4373-808c-bc9b88d1c702,A legislative session is the period of time when a legislature meets.
16a54960-75b5-4a6c-a95d-ea623ee353bc,The incumbent is the current holder of a political office.
0b554dec-db89-409d-835a-c0ae13c22182,The legal laws governing the laboratory must be followed during the experiment.
ef5bf706-6ee5-4b44-b722-1367e2201523,The physical force of the riot police was a significant factor in the protest.
5e057614-1dbc-40d2-b295-6e8bbb021450,The political structure of the ancient Maya was a complex hierarchy of priest-kings.
9d5aa741-0177-45b7-8ca2-be1c39dbe924,The governance of particle interactions is dictated by the strong and weak forces.
0517ef81-4c33-416a-8504-aa42b3eda8aa,The social evolution of the voting system mirrors the changes in modern democracy.
5357a7c4-b2bd-49b0-922e-837264ffc9eb,The state of the atom is determined by its internal energy and arrangement.
a2af185d-4138-4ffd-b0ab-54ee2414515b,The particle of truth in his campaign speech was hard to find amidst the rhetoric.
c6ddc7be-7ddf-4221-aafd-f3186bf0f5ed,The laws of the tribe were passed down through oral history and tradition.
a8d20650-e265-4963-8c4e-71c631990e0e,We measured the pressure of the gas within the pressurized chamber.
65a1ef68-9c3a-4089-b39b-8e14bd477848,The pressure on the senator to resign grew after the scandal was revealed.
